content,sender,words
#抗击新型肺炎第一线##新型冠状病毒##陕西防控新型肺炎#  【陕西新增10例新型冠状病毒感染的肺炎确诊病例，三名患者为一家人】 截至1月25日14时，陕西新增10例新型冠状病毒感染的肺炎确诊病例；新增密切接触者54例；全省累计报告确诊病例15例，密切接触者179例，均集中医学观察。        患者1，女，24岁，咸阳市人，在武汉工作。1月19日出现症状，21日返回西安。25日被确诊为新型冠状病毒感染的肺炎。目前在武功县人民医院隔离治疗，病情平稳。        患者2，男，28岁，安康市人，长年在武汉工作。1月20日从武汉市返回白河县，21日出现症状，23日到白河县中医院急诊科就诊。25日被确诊为新型冠状病毒感染的肺炎。目前在安康市中心医院隔离治疗，病情平稳。        患者3，男，41岁，安康市人。1月6日到武汉同济医院接人，7日返回白河县。14日出现症状，23日到白河县人民医院就诊。25日被确诊为新型冠状病毒感染的肺炎。目前在安康市中心医院隔离治疗，病情平稳。        患者4，男，46岁，武汉市人。1月20日驾车到铜川市王益区探亲，23日出现症状，自行服药无效后到铜川市人民医院北院就诊。25日被确诊为新型冠状病毒感染的肺炎。目前在铜川市传染病医院隔离治疗，病情平稳。        患者5，女，45岁，武汉市人，与患者4为夫妻关系。1月20日驾车到铜川市王益区探亲，23日出现症状，自行服药无效后到铜川市人民医院北院就诊。25日被确诊为新型冠状病毒感染的肺炎。目前在铜川市传染病医院隔离治疗，病情平稳。        患者6，女，9岁，武汉市人，系患者4、患者5的女儿。1月20日驾车到铜川市王益区探亲，21日出现症状，自行服药无效后到铜川市人民医院北院就诊。25日被确诊为新型冠状病毒感染的肺炎。目前在铜川市传染病医院隔离治疗，病情平稳。        患者7，男，40岁，西安市人，长期在武汉工作。1月23日从武汉返回西安后发病，当天在陕西省中医医院急诊科就诊。25日被确诊为新型冠状病毒感染的肺炎。目前在西安市八院隔离治疗，病情平稳。        患者8，男，28岁，西安市人。1月9日至22日在武汉出差。1月20日出现症状， 23日到西安交大一附院就诊。25日被确诊为新型冠状病毒感染的肺炎。目前在西安交大一附院隔离治疗，病情平稳。 患者9，男，27岁，咸阳市人，在武汉工作。1月18日返回咸阳市乾县，21日出现症状，当天在乾县人民医院就诊。25日被确诊为新型冠状病毒感染的肺炎。目前在乾县人民医院乾陵分院隔离治疗，病情平稳。        患者10，男，15岁，商洛市人。21日在湖北省黄石市出现症状，随后途经武汉回洛南探亲，23日下午到洛南县人民医院就诊。25日被确诊为新型冠状病毒感染的肺炎，目前已隔离治疗，病情平稳。（陕西省卫健委 ）,普通用户,抗击 新型 陕西 防控 陕西 新增 病毒感染 一家人 陕西 新增 病毒感染 新增 密切接触者 全省 累计 报告 密切接触者 医学观察 咸阳市 武汉 工作 症状 返回 西安 病毒感染 武功 人民 医院 隔离治疗 病情 平稳 安康市 武汉 工作 武汉市 返回 白河县 症状 白河县 中医院 急诊科 就诊 病毒感染 安康市 中心医院 隔离治疗 病情 平稳 安康市 武汉 同济 医院 返回 白河县 症状 白河县 人民 医院 就诊 病毒感染 安康市 中心医院 隔离治疗 病情 平稳 武汉市 驾车 铜川市 王益 探亲 症状 服药 无效 铜川市 人民 医院 北院 就诊 病毒感染 铜川市 传染病 医院 隔离治疗 病情 平稳 武汉市 夫妻关系 驾车 铜川市 王益 探亲 症状 服药 无效 铜川市 人民 医院 北院 就诊 病毒感染 铜川市 传染病 医院 隔离治疗 病情 平稳 武汉市 女儿 驾车 铜川市 王益 探亲 症状 服药 无效 铜川市 人民 医院 北院 就诊 病毒感染 铜川市 传染病 医院 隔离治疗 病情 平稳 西安市 武汉 工作 武汉 返回 西安 发病 陕西省 中医医院 急诊科 就诊 病毒感染 西安市 八院 隔离治疗 病情 平稳 西安市 武汉 出差 症状 西安交大 附院 就诊 病毒感染 西安交大 附院 隔离治疗 病情 平稳 咸阳市 武汉 工作 返回 咸阳市 症状 干县 人民 医院 就诊 病毒感染 干县 人民 医院 乾陵 分院 隔离治疗 病情 平稳 商洛市 湖北省 黄石市 症状 途经 武汉 洛南 探亲 洛南县 人民 医院 就诊 病毒感染 隔离治疗 病情 平稳 陕西省 卫健委
【互联网热点】最近，武汉新型冠状病毒肆虐全国！钟南山院士再次站了出来，证实新型肺炎的确人传人，他以84岁 刚刚武汉又有新消息！钟南山院士再次站了出来... http://t.cn/A6P6nFBE,普通用户,互联网 热点 武汉 新型 肆虐 全国 钟南山 院士 证实 人传人 武汉 消息 钟南山 院士
#钟南山露出笑容#只知道很小的时候有过非典，但是不清楚钟南山，这次的新冠病毒才知道了这位了不起的老爷爷[中国赞][中国赞][中国赞],普通用户,钟南山 露出 笑容 很小 钟南山 了不起 老爷爷
#湖北医疗物资缺口亟待支援# 为爱前行，我一直在路上。我在“湖北省新型肺炎求支援”项目捐款成功！@湖北省红十字基金会湖北省新型肺炎求支援,普通用户,湖北 医疗 物资 缺口 亟待 支援 前行 湖北省 支援 项目 捐款 成功 湖北省 红十字 基金会 湖北省 支援
这个月杂七杂八花了不少 突然想到要是我感染了新冠 钱岂不是白花了？？？我又不想就这么死了！,普通用户,想到 白花 不想
张文宏赞中医能治新冠，张伟丽说要学传统武术，在中国做名人，得按要求布道，没有闭嘴的权利,普通用户,张文宏 能治 张伟丽 传统武术 名人 布道 闭嘴 权利
网课的致死率比新冠要高吧 点名互动的那一刻感觉自己要进icu了,普通用户,网课 致死率 点名 感觉
陈薇院士：新冠疫苗有望5月揭盲此视频已有2.1万次播放，快来一起看看！http://t.cn/A6A7Trzh,普通用户,陈薇 院士 新冠疫苗 有望 揭盲 已有 播放
#意大利新增3493例新冠肺炎#  意大利昨日新增3493例新冠肺炎，这个新增数字高得超出预期，难道意大利疫情防控趋势上还没有确认掉头向下吗，所谓的“拐点”又迟到了？      欧盟主席向意大利道歉了，迟来的道歉，又一次提醒人们当初在意大利疫情发展最危急的时候，欧盟的态度是多么的冷血，可曾有一丝family的感觉吗？[允悲],普通用户,意大利 新增 意大利 新增 新增 数字 超出 预期 意大利 疫情防控 趋势 确认 掉头 向下 拐点 迟到 主席 意大利 道歉 道歉 提醒 意大利 发展 危急 态度 冷血 感觉 允悲
战新冠，科研攻关又传来好消息！ 战新冠，科研攻关又传来好消息！,普通用户,科研 攻关 传来 好消息 科研 攻关 传来 好消息
#治疗性新冠特免血浆制品已投入临床#女人与生俱来的漂亮不漂亮只是上苍考验[兔子]女人的方式。,普通用户,治疗 血浆 制品 投入 临床 女人 漂亮 漂亮 上苍 考验 兔子 女人 方式
#疫情防控##武汉加油##钟南山 新冠肺炎疫情有望4月前结束# 钟南山最新指示。 界首市 显示地图,普通用户,疫情防控 武汉 加油 钟南山 有望 结束 钟南山 指示 界首市
『全国新型肺炎疫情实时动态 - 丁香园·丁香医生』http://t.cn/A6v1xgC0,普通用户,全国 动态 丁香 丁香 医生
#安徽新增新型肺炎21例#安徽zf在干啥呢？哦，原来在忙着撤热搜[微笑] 安庆·望江县 显示地图,普通用户,安徽 新增 安徽 撤热 微笑 安庆 望江县
#世卫称中国新冠0新增是一项了不起的成就#静静地离去，渐渐地一切都将成[耶]为回忆，往后想起那些过往，想起那些老师，想起那些同学，只能在回忆里欢笑，只能在回忆里哭泣了。,普通用户,世卫 新增 了不起 成就 离去 回忆 想起 想起 老师 想起 同学 只能 回忆 欢笑 只能 回忆 哭泣
没事各自忙，有难一起扛！我已0元加入新冠病毒互助计划，次日生效，不限年龄，不分地域，不收取管理费，更有新浪捐助1000万元，助力全民战“疫”！众志成城，疫情退散！http://t.cn/A6PSTc2f,普通用户,没事 互助 计划 生效 年龄 地域 收取 管理费 新浪 捐助 助力 全民 众志成城 退散
为提升新冠状病毒科技防控水平，由星河名居业委会全额出资加政府补贴的AI人工智能人脸识别和车牌识别视频监控系统，今天已在小区主要出入口安装完毕正试接入全国公安天眼系统。,普通用户,提升 科技 防控 水平 星河 名居 业委会 全额 出资 政府 补贴 人工智能 人脸识别 车牌 识别 监控 系统 小区 安装 完毕 接入 全国公安 天眼 系统
当前新冠病毒的主要风险是国外输入性风险，应当适度限制人员太量拥入中国，绝对不能让新冠再度爆发！,普通用户,风险 输入 风险 适度 人员 太量 拥入 爆发
汇集了“滇南粮仓”云南西双版纳勐海县爱心稻米企业的57吨优质大米开始集结🦠不日将到达肺炎疫情最严重的地方～加油！ #抗击新型肺炎第一线# 西双版纳傣族自治州·勐海县 显示地图,普通用户,汇集 滇南 粮仓 云南 西双版纳 勐海县 爱心 稻米 企业 优质 集结 到达 地方 加油 抗击 西双版纳傣族自治州 勐海县
祈祷雾霾褪去 国人平安ღ˘[蜡烛] #武汉加油##全国确诊新型肺炎病例# Amy舛乔的微博视频,普通用户,祈祷 褪去 国人 平安 蜡烛 武汉 加油 全国
#新冠疫情速报# 3月30日0—24时，全国31省区市和新疆生产建设兵团报告新增确诊病例48例。🇺🇸美国累计确诊病例超16万，单日新增近2万例确诊病例，疾控专家安东尼·福西预测美国将有100万人可能感染。🇮🇹意大利累计确诊病例超10万，超8000名医务工作者新冠病毒检测呈阳性。04RgfbX06。�🇷法国新增 ...全文,普通用户,速报 全国 省区市 新疆生产建设兵团 报告 新增确诊病例 累计 单日 新增 专家 安东尼 福西 预测 意大利 累计 医务 工作者 检测 阳性 法国 新增 全文
世界卫生组织共宣布过6次PHEIC：1. 2009年墨西哥H1N1流感病毒疫情 2. 2014年尼日利亚野生型脊髓灰质炎病毒疫情 3. 2014年西非埃博拉病毒疫情 4. 2016年巴西寨卡病毒疫情 5. 2018年刚果埃博拉疫情6. 2020年中国武汉肺炎疫情 ～02FYJEt19。,普通用户,世界卫生组织 墨西哥 流感病毒 尼日利亚 脊髓灰质炎 病毒 西非 博拉 病毒 巴西 病毒 刚果 博拉 武汉
国家医保局：对确诊为新型肺炎患者采取特殊报销政策 http://t.cn/A6vd2mfG,普通用户,国家 报销 政策
我外婆总觉得我外公一直在她身边守护着她，[肥皂][肥皂]钟南山说当务之急要鉴别流感和新冠肺炎也许也就是这样吧  t.cn/A6hE1IeV,普通用户,外婆 外公 守护 肥皂 肥皂 钟南山 鉴别 流感
#印官员称瑜伽可防新冠肺炎#跳舞也可以[doge][doge][doge],普通用户,官员 瑜伽 跳舞
各种迷思『刘教授专栏 | 新冠病毒全球大流行：我们缺乏的只是疫苗？』刘教授专栏 | 新冠病毒全球大流行：我们缺乏的只是疫苗？,普通用户,迷思 教授 专栏 全球 流行 缺乏 疫苗 教授 专栏 全球 流行 缺乏 疫苗
看了今天求是网的讲话稿，想起一位终寄尾工作的好友在疫情之初有言：平时绝对领导，此刻全面责任。昨天，惊悉他家中长辈已经感染新冠去世，实在令人唏嘘扼腕。希望噩梦不要做完，惊醒也比睡着好。,普通用户,讲话稿 想起 终寄尾 工作 好友 领导 责任 惊悉 长辈 去世 实在 令人 唏嘘 扼腕 希望 噩梦 惊醒 睡着
#爱尔兰出现首例新冠病毒感染者#这边还不让戴口罩，真是心大,普通用户,爱尔兰 首例 感染者 不让 戴口罩 心大
2003年爆发的非典、2012年爆发的中东呼吸症到现在都没有疫苗，看新闻说新冠肺炎的疫苗最快年底出来，我觉得要打一个很大的问号，相关报道可能是为了给市场信心。大家不能掉以轻心，全球基本都沦陷了，动物体内也发现有新冠病毒，真有可能变成西班牙流感模式，几年内不断变异，轮番爆发。   欧美国家的疫情很严重，基本呈现指数级增长，光新冠死亡人数都快过十万，这还没算因其它疾病得不到及时救治死亡的，疫情期间，生病是件很可怕的事，小到牙疼肚子疼，大到要做手术，一来医院很危险，感染新冠的风险很大。另外很多科室都关闭，相关的患者得不到救治。   很多国家面对的不止是新冠肺炎，后面更恐怖的是经济破产，人道主义危机，今年真是百年未有之变局。 看目前的风向，美国失血严重，川普势必要把新冠政治化了。大家近几年最好不要出国，一来新冠还没被扑灭，二来某些政客把疫情操弄成政治问题，极端主义种族歧视肯定会抬头，出国有风险。,普通用户,爆发 爆发 中东 呼吸 疫苗 新闻 疫苗 很大 问号 相关 报道 市场 信心 全球 沦陷 动物 发现 西班牙 流感 模式 变异 爆发 欧美国家 呈现 指数 增长 死亡 人数 没算 疾病 得不到 救治 死亡 生病 牙疼 肚子疼 做手术 医院 危险 风险 很大 科室 关闭 相关 得不到 救治 国家 面对 恐怖 经济 破产 人道主义 危机 未有 变局 风向 失血 川普 政治化 出国 扑灭 政客 操弄 政治 极端主义 肯定 抬头 出国 风险
近日，美社交媒体曝光了一则重磅消息，“流感”患者身上检测到了新冠抗体。     美国一名名叫彼得（Peter Antevy）的儿科急诊医生于3日在推特上曝料，自己1月得了“流感”，但现在却检测出新冠抗体。,普通用户,社交 媒体 曝光 重磅 消息 流感 检测 抗体 名叫 彼得 儿科 急诊 医生 曝料 流感 检测 出新 抗体
